id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,anomaly,cluster
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,-0.3033099406172193,-0.22587732201954813,-0.15589236749444887,-0.5062434233290924,2.365560961233038,-0.3014931309512294,-0.3034321521942224,0.19144345421227993,-0.9449614698886815,-0.6044800560515284,-0.8147285139661433,-0.2205838291076744,-0.37045483551106645,0.9043797088775835,-0.2686609386216268,-1.3738488587043267,2022-01-16T22:09:45.873Z,-0.1479637316003669,-0.2741759181725233,2020-11-04T16:09:15.137Z,None,2025-09-20T05:08:57.132Z,1,0
memecore,m,MemeCore,https://coin-images.coingecko.com/coins/images/53247/large/square-bg-transparent.png?1752637478,-0.3164666065591323,-0.24179860751947405,-0.12124961916234912,1.0749547442891862,-0.7027882317565157,-0.3107979981232873,-0.31657316814593933,-0.016363612341633565,0.1653749721219,-3.5719757217749035,0.030580971286682936,-0.05873219038563814,0.6023668960526631,-1.111563773593378,-0.38474830963689705,0.4935759595616,2025-09-18T07:27:06.144Z,-0.7381875322816644,1.9059318980014828,2025-07-04T03:56:17.448Z,None,2025-09-20T05:08:56.075Z,1,0
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,-0.27135803761543065,-0.2945446400627571,-0.08660687083024937,-0.35096136352248347,0.7578397408840802,-0.2715955249557648,-0.27160872802199226,0.2151911556402081,0.13509021829417495,0.07877612495149063,0.030580971286682936,-0.4268452125948849,-0.4558177385859501,-1.1130495419700235,-0.34828837446104843,0.019374900469258285,2024-12-27T11:41:24.992Z,-0.7790485609922174,-0.27243787371565165,2020-06-25T04:17:05.895Z,None,2025-09-20T05:09:02.574Z,1,0
jito-staked-sol,jitosol,Jito Staked SOL,https://coin-images.coingecko.com/coins/images/28046/large/JitoSOL-200.png?1696527060,4.248896475284672,-0.32335484891458866,-0.05196412249814963,-0.5965073746648614,-0.6834941437037442,4.258807016193725,4.251275641769552,0.26662803194425544,-0.2139014568095571,-1.1065216020095034,-1.6965387748602807,-0.6849718152597609,-0.6761517061117541,0.9043797088775835,1.8503984631834323,0.793681490981206,2025-01-19T11:21:54.080Z,-0.08366107224871352,-0.27243787371565165,2023-09-12T10:21:17.665Z,None,2025-09-20T05:08:55.195Z,-1,1
story-2,ip,Story,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,-0.18411681226250762,-0.3591991994853965,-0.017321374166049876,0.8516158197846494,0.45096218237958885,-0.18342809503036392,-0.19038774991077778,0.8354564311897191,0.1653749721219,1.9530524415717565,2.8170819011262256,-0.5721688709515849,-0.4330263154072817,0.9043797088775835,-0.3269702702871916,0.9566785123447603,2025-09-09T15:21:29.462Z,0.43479435768412694,-0.023804851629351566,2025-02-14T03:11:08.309Z,None,2025-09-20T05:08:59.098Z,1,2
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,-0.3033882541049688,-0.36990584476775956,0.017321374166049876,0.13856661900466835,-0.507374384486276,-0.3025609025939246,-0.30327382670082825,0.26662803194425544,-0.6519297601366724,-0.21682677747403645,-0.5697620226646068,-0.6858304636914787,-0.6739404819751963,-1.113417083922196,4.62693210586445,-0.45565496785454085,2024-03-07T18:45:36.466Z,-0.08265869060421843,-0.0004752507640733564,2023-05-14T08:57:53.732Z,None,2025-09-20T05:09:02.768Z,1,0
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,-0.2801291482433726,-0.3914981676331631,0.05196412249814963,-0.22275241102714394,2.624627394097482,-0.2804427757095247,-0.2803166301586721,0.1934279862326802,-0.21051584845965962,0.03211336015305229,-0.2347439533379302,-0.4262267166916408,-0.3937545390526678,0.9043797088775835,-0.27211433867471263,-1.136470235851671,2023-01-26T14:25:17.390Z,2.9961626875979275,-0.5040056852331707,2022-12-29T21:35:14.796Z,None,2025-09-20T05:09:01.808Z,1,0
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,-0.3361076292867024,-0.39360999006999414,0.08660687083024937,0.7143203677311563,0.14260356394763146,-0.3360584244133329,-0.3359997061854053,0.2922385161739152,-1.355898817192966,-0.6008703270467385,-1.1912215727251654,0.4956340394032422,1.7472676813556747,-1.111563773593378,-0.3901940558744555,-0.3923733923101756,2024-12-16T00:36:00.777Z,-0.6954451292757065,0.06254450552154003,2024-01-18T12:14:30.524Z,None,2025-09-20T05:08:57.123Z,1,0
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,-0.03453805066099693,-0.4176097512690165,0.12124961916234912,-0.6708112716192998,-0.4987016798458868,-0.035312914307934484,-0.03396216243732781,-0.3201148723898475,-0.11920793981449251,0.1142218527030204,-0.14813229298891234,-0.6318154225242951,-0.6417703559633244,-1.113381852639565,0.7052642878880633,-1.467417378705316,2021-05-06T18:34:22.133Z,-0.03925827453715986,1.135246261872948,2016-07-25T00:00:00.000Z,"{'currency': 'usd', 'percentage': 4405.244744363078, 'times': 44.052447443630776}",2025-09-20T05:08:54.302Z,1,0
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,-0.3286835106480515,-0.4329107094967022,0.15589236749444887,1.6461776246172901,0.6534681954078659,-0.3284924996308072,-0.3284475801505029,0.2640094788892199,-1.3096328958934673,-0.6175142481756283,-1.3293649533437668,0.07892532767382772,1.7472676813556747,-1.111563773593378,-0.3264389779713322,-1.4509244701045538,2024-03-10T00:10:42.330Z,-0.07779824791279075,-0.4487560694438536,2025-04-07T07:06:11.379Z,None,2025-09-20T05:09:00.700Z,1,0
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,3.6648344836490354,-0.43897769018189003,0.19053511582654864,-0.6876562429836598,-0.8785758975762306,3.6721427679357803,3.658188343514953,0.26662803194425544,-0.17265305579839585,0.49013841726329066,0.43818542941782856,-0.6850011486685008,-0.676170678847582,0.9043797088775835,1.5743921050944942,0.7804013958698969,2025-01-19T11:30:53.744Z,-0.08265869060421843,-0.4482951294352308,2025-04-07T06:56:20.488Z,None,2025-09-20T05:09:02.350Z,1,1
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,-0.34645567596666543,-0.47249467992733285,0.22517786415864838,-0.4078414602284526,-0.722012185606171,-0.3467800567625606,-0.34647108516515757,0.3505912424280255,0.6151707001543696,0.551022606855963,0.5147970892061257,2.3647242882435036,2.360065373544487,-1.0948488793561189,-0.38454907501844976,-1.474996409070134,2025-02-26T16:41:03.732Z,-0.38874713173724434,-0.5257087032250404,2025-08-26T00:57:49.575Z,None,2025-09-20T05:08:57.390Z,1,0
usdt0,usdt0,USDT0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,-0.3363425697499508,-0.4781619526554759,0.2598206124907481,-0.7185463434277161,1.0315099245535857,-0.33700416501114866,-0.33621912948670024,0.3571763376396368,1.3679327063252829,0.844921089627379,1.0351220281291202,0.3868165406304723,0.017076875674344818,0.9043797088775835,-0.3974196313701428,1.0554660686943342,2025-01-23T22:34:53.341Z,0.40491624240109875,-0.5281417411414253,2025-02-28T01:35:58.101Z,None,2025-09-20T05:09:00.703Z,1,2
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,-0.3033882541049688,-0.5194125754753713,0.2944633608228479,-0.751065416184168,-0.5703616006249528,-0.3025609025939246,-0.30327382670082825,0.26662803194425544,0.28248596598773373,0.402851647983837,0.19910857227840814,-0.6892037848693005,-0.6788889277604686,0.9043797088775835,-0.3489524898558726,0.9053558607605688,2025-08-24T19:14:00.505Z,-0.08265869060421843,-0.41465471143729754,2025-04-09T01:32:41.942Z,None,2025-09-20T05:09:02.667Z,1,2
usd1-wlfi,usd1,USD1,https://coin-images.coingecko.com/coins/images/54977/large/USD1_1000x1000_transparent.png?1749297002,-0.33635823244750074,-0.5279457448744713,0.32910610915494765,-0.7577923632594648,0.6408919550568184,-0.33701941889175857,-0.3362272990821594,0.35702280857927343,1.3611188650599315,0.9084968539001325,1.1544464288374225,0.31251431379872713,-0.030981518547839614,0.9043797088775835,-0.3975989425267453,1.130678302977559,2025-05-12T12:36:39.412Z,0.42211435302397193,-0.5289231719125758,2025-04-16T00:36:15.580Z,None,2025-09-20T05:09:00.648Z,1,2
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,-0.3443076622992776,-0.5303579988825086,0.3637488574870474,-0.3147319000818995,1.1168001314273566,-0.3443384291088513,-0.3443345776270991,0.3180215146073777,-1.9514005333558708,-0.06599491445387436,-0.6827790480837078,1.3376140024456182,1.7472676813556747,-1.111563773593378,-0.388533767387395,-1.2094996656243238,2024-01-12T12:29:59.231Z,-0.49401321296129314,-0.47711059926178573,2025-04-07T07:01:34.124Z,None,2025-09-20T05:09:03.051Z,1,0
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,-0.3480805711985844,-0.5349934403847598,0.3983916058191471,-0.7633482678106525,-0.33133731291527146,-0.3483518623822497,-0.34810935820805383,0.3476564847041679,-0.17428496773683552,0.21248798249007195,-0.17983420296660751,3.2514409152495634,1.8699048912554939,0.9043797088775835,-0.39583903673046117,-1.2426368385270827,2024-03-13T18:55:06.692Z,-0.6077416610907109,-0.4961818268688385,2025-04-07T07:06:08.017Z,None,2025-09-20T05:08:57.644Z,1,0
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,-0.2776231166353892,-0.5563302281140842,0.4330343541512469,-0.7801686817856924,-0.6432338834386037,-0.27754453839363785,-0.2776250967709711,0.17235533737344344,-0.34554438291825096,0.1431429218749078,-0.35463049951354486,-0.4875815078969101,-0.5484804153392265,0.9043797088775835,4.248718388512067,-1.8157950452968876,2021-05-10T16:05:53.653Z,2.737563000443169,-0.49508259617304207,2023-09-22T00:29:57.369Z,None,2025-09-20T05:08:55.061Z,1,0
pump-fun,pump,Pump.fun,https://coin-images.coingecko.com/coins/images/67164/large/pump.jpg?1751949376,-0.35191010764112096,-0.5687927926388296,0.46767710248334665,0.1093035931958152,2.5372910929921813,-0.3521744680838297,-0.35192896865246315,0.3558843713556579,-1.6240073345418626,-0.22982735890032685,-1.100824455743053,-0.09298586763149651,-0.25253506455737523,-0.9276999369835267,-0.4043475564557315,0.6160327514547956,2025-09-14T16:42:40.248Z,-0.7938210927494747,-0.41931722564457047,2025-07-29T11:15:43.983Z,None,2025-09-20T05:08:57.784Z,1,0
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,-0.2605507763060021,-0.6278847288221692,0.5023198508154464,-0.8365771880217617,-0.6306342917118303,-0.2621381189776076,-0.2600509670042171,0.269246584999291,0.6747233074601203,0.7962102017836776,0.9093510050892549,-0.543619727663568,-0.5847257201152718,0.9043797088775835,-0.36469202471320616,1.1305822620105106,2025-09-18T17:23:08.909Z,-0.6158112027570211,1.4886019033651643,2023-11-24T05:55:06.706Z,None,2025-09-20T05:08:55.203Z,1,2
kinetic-staked-hype,khype,Kinetiq Staked HYPE,https://coin-images.coingecko.com/coins/images/67388/large/khype.png?1752632397,0.5293190611352738,-0.6326723418467223,0.5369625991475462,-0.8403514034307007,-0.44626417915426136,0.5246570428826304,0.5260351076978874,-1.2182859101261692,0.11041059483709834,0.4339312416964076,0.09154281070287718,-0.6744333366941598,-0.6693354587527811,0.9043797088775835,-0.00965593464018862,1.0440612038573536,2025-09-18T01:45:16.367Z,-0.08265869060421843,-0.4992293543086989,2025-08-02T18:59:35.641Z,None,2025-09-20T05:08:55.368Z,1,2
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,-0.35070474653418665,-0.6416109515431672,0.5716053474796459,-0.8415489450436597,-0.6782024731128896,-0.35096187762401193,-0.350718704832134,0.35245235594447255,-0.6804943082830197,0.12360492147143451,-0.6135938972213715,-0.09298586763149651,-0.25253506455737523,-1.108090042188416,-0.40302867694213457,-0.6037793160456059,2024-08-01T00:40:47.164Z,-0.7964220884028773,-0.27243787371565165,2022-05-26T14:42:59.316Z,None,2025-09-20T05:08:55.871Z,1,0
pudgy-penguins,pengu,Pudgy Penguins,https://coin-images.coingecko.com/coins/images/52622/large/PUDGY_PENGUINS_PENGU_PFP.png?1733809110,-0.3514702452142403,-0.6429282467844127,0.6062480958117457,-0.731450981289017,1.1572273377057647,-0.35170287361949604,-0.3514855518261808,0.35195539904156353,0.1653749721219,-1.1264962809554202,0.030580971286682936,-0.09298586763149651,-0.25253506455737523,-1.0969124465460691,-0.40395155825939805,-0.275722823943847,2024-12-17T13:05:22.873Z,-0.7920577630541205,-0.08912951094198106,2025-04-09T01:31:57.832Z,None,2025-09-20T05:08:57.938Z,1,0
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,-0.3352931690141077,-0.651459625232277,0.6408908441438455,-0.8551619685457629,-0.8824962307549988,-0.3359211394878435,-0.3352080787184344,0.35912111194574253,1.4470682568923112,0.6818497624801514,0.6320482561725973,0.07498846551261622,-0.18461232265202634,0.9043797088775835,-0.39718054982800605,1.1465706516071585,2025-02-03T02:31:35.208Z,0.38765040328873274,-0.5237509286941638,2025-01-04T01:21:08.460Z,None,2025-09-20T05:08:59.162Z,1,2
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,-0.35163138163699087,-0.6607081724522624,0.7101763408080449,-0.8624528688856514,-0.5877321907086769,-0.35188759002912556,-0.351645902460961,0.3551456736239588,-0.7979737001797326,0.10910314820836135,-0.7053886419249662,-0.09298586763149651,-0.25253506455737523,-1.097316622796037,-0.4025400208346229,-1.567409702122546,2021-04-19T01:08:21.675Z,-0.794271918204081,0.09371655078997969,2020-03-13T02:29:59.652Z,"{'currency': 'eth', 'percentage': 94.70341508189865, 'times': 0.9470341508189866}",2025-09-20T05:09:00.441Z,1,0
myx-finance,myx,MYX Finance,https://coin-images.coingecko.com/coins/images/55506/large/myx.jpg?1746434335,-0.17675534441405633,-0.6611883261295566,0.6755335924759451,0.9190363058255129,0.3326326923859947,-0.142547694995749,-0.1751885025449365,-3.0629422347528337,0.1653749721219,0.07877612495149063,0.030580971286682936,-0.617880085007532,-0.43640537906900106,-1.113235263017104,-0.27802496568864804,-0.04939620655240334,2025-09-11T03:15:27.945Z,-0.7387488413740401,-0.27243787371565165,2025-06-19T17:36:45.581Z,None,2025-09-20T05:08:56.563Z,1,0
hash-2,hash,Provenance Blockchain,https://coin-images.coingecko.com/coins/images/66154/large/Hastra_Icon.png?1748497203,-0.3513428521938373,-0.6624164380322535,0.7448190891401446,-0.43198424776331495,-0.9211880682433145,-0.3516245444849477,-0.35148653692740073,0.3611478841061773,0.1653749721219,2.599147200539207,0.030580971286682936,-0.09298586763149651,-0.25253506455737523,-1.0948488793561189,-0.4040066798371685,0.35116544105568476,2025-09-14T16:52:41.627Z,-0.7796545955162,-0.41810902382164805,2025-06-04T11:15:56.153Z,None,2025-09-20T05:08:54.502Z,1,2
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,https://coin-images.coingecko.com/coins/images/36291/large/blackrock.png?1711013223,-0.33635823244750074,-0.6687201244344172,0.7794618374722444,-0.8687689250229477,-0.9216503712774351,-0.3370346727723685,-0.3362055293268177,0.35637771597791906,1.3323594617567556,0.3462730934294024,-0.18198995347428215,0.10086690407607707,-0.16787424823127386,0.9043797088775835,-0.39776497137545136,1.2028321187436735,2025-02-12T05:00:10.912Z,0.43479435768412694,-0.5294907617452391,2025-02-12T05:45:10.196Z,None,2025-09-20T05:05:01.537Z,1,2
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,-0.2820086719493602,-0.6708096552123396,0.8141045858043442,-0.8704161632644349,-0.38801674407573267,-0.28090039212782264,-0.2817415595992197,0.103467132375662,-1.0876258908054948,0.014549010016334529,-0.9555279029853491,-0.5133929662688296,-0.5651751672299898,0.9043797088775835,-0.10920683232433624,-1.5305345296826776,2022-01-17T00:34:41.497Z,0.6318226907544191,-0.3808201055063713,2020-03-13T02:27:44.591Z,"{'currency': 'usd', 'percentage': 4372.24148434168, 'times': 43.7224148434168}",2025-09-20T05:09:03.596Z,1,0
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,-0.3483490454972871,-0.6805570297179593,0.8487473341364439,-0.8780999517646161,-0.47110783775839005,-0.348577802861844,-0.3483554276898871,0.3443120025614615,-0.8779617420578862,0.11417061759598439,-0.760484055019438,2.6045345956060926,1.4514902276865433,-1.111563773593378,-0.3807636172679518,-1.6362732029859248,2019-06-20T14:51:19.480Z,-0.6888668458053222,-0.4420510999855273,2023-09-11T19:42:08.247Z,"{'currency': 'usd', 'percentage': -90.2318625352409, 'times': -0.902318625352409}",2025-09-20T05:09:01.666Z,1,0
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,-0.2906231556018032,-0.6871077277842157,0.8833900824685437,-0.871892521138218,-0.5230456091539823,-0.29066287571817845,-0.29060778722929387,0.22248424739454178,-0.15184617858328842,0.3589518308157033,-0.19626019666743053,-0.49489593303176616,-0.5496300914909766,-1.1133013341907505,-0.31455131240397904,-0.9549993089784287,2024-03-17T16:30:24.636Z,-0.7514926832141098,4.991798729098762,2020-06-16T13:22:25.900Z,None,2025-09-20T05:08:58.196Z,1,0
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,-0.3033882541049688,-0.6926674601729407,0.9180328308006434,-0.8876473103652566,-0.8743208531324752,-0.3025609025939246,-0.30327382670082825,0.26662803194425544,0.27847925682544494,0.47377609829415857,0.07308484164314541,-0.6892829532086745,-0.6789401335375469,0.9043797088775835,-0.3489524898558726,0.9245762112546576,2025-08-24T19:25:20.811Z,-0.08265869060421843,-0.2821516865663453,2022-06-18T20:55:45.957Z,None,2025-09-20T05:08:58.162Z,1,2
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,-0.10611657846402352,-0.6953329660038098,0.9526755791327431,-0.8434556931960988,-0.902476027551783,-0.11097216213319196,-0.10410035601094961,0.23896993876462128,1.0008621262020443,0.7878770286580807,0.863332436237624,-0.6416548020279742,-0.644494973640143,0.9043797088775835,-0.2129416569958764,-0.18089209465123918,2021-12-01T15:09:35.541Z,-0.37442194049595245,1.8023798373140836,2019-02-07T00:00:00.000Z,None,2025-09-20T05:08:55.680Z,1,2
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,-0.09358642042410638,-0.7021156466018927,0.9873183274648429,-0.30902698679668184,-0.8476154474275795,-0.09022688450368589,-0.09095934005923269,-0.5131019921689634,-0.9288615625557157,0.1439505343009094,-0.7659250042672773,-0.6446238002634642,-0.6062466171020314,0.9043797088775835,-0.2321345919062958,0.09212137410165194,2025-01-25T03:07:37.823Z,-0.4794909933869309,2.7448741866092146,2020-03-13T02:18:02.481Z,None,2025-09-20T05:09:00.341Z,1,0
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,-0.3470219294711869,-0.7063569225229167,1.0219610757969426,-0.6555533862958224,0.0546389808658967,-0.34709625445372383,-0.34700576618889906,0.3273740976961209,-2.464770800915508,-0.4354822700184785,-2.169932303209495,1.6092607550153808,1.7472676813556747,0.9043797088775835,-0.3968352098226975,-0.9849640906974857,2024-03-16T02:30:23.904Z,-0.6791989117869792,-0.40727160399040396,2023-10-19T08:05:30.655Z,None,2025-09-20T05:08:58.795Z,1,0
falcon-finance,usdf,Falcon USD,https://coin-images.coingecko.com/coins/images/54558/large/ff_200_X_200.png?1740741076,-0.3363613649870107,-0.7079708782163061,1.0566038241290423,-0.8997114425105432,-0.6063982678112697,-0.33701941889175857,-0.3362299114528004,0.3575917925239684,1.3865231061314647,1.3214928744311991,2.3053851215317955,0.0419546206774858,-0.20597848629818635,0.9043797088775835,-0.3972668848293332,0.9913420071985205,2025-05-08T21:25:42.071Z,0.3651226762563081,-0.5263801271306926,2025-07-08T10:16:34.749Z,None,2025-09-20T05:08:54.046Z,1,2
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,-0.28169541799836223,-0.7110009837258817,1.0912465724611422,-0.5155589748434231,-0.5501708838050601,-0.2836460906376102,-0.281108257625643,0.3594897538574144,1.3632988071269518,0.8935146071235307,1.1380152778387345,-0.5273538497798491,-0.46776718553336166,-1.113235263017104,-0.37379040562229776,1.1211295210069188,2025-07-27T09:55:16.106Z,-0.3063498828472481,0.004572245834719782,2023-01-21T10:15:39.503Z,None,2025-09-20T05:08:53.902Z,1,2
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,-0.3033882541049688,-0.7165940419178147,1.1258893207932419,-0.9065093347272132,-0.9054066960417834,-0.3025609025939246,-0.30327382670082825,0.26662803194425544,0.1921706007976625,-0.706522983759532,-2.8700251738215288,-0.6892783229787478,-0.6789371387226584,0.9043797088775835,-0.3489524898558726,0.9230292222601143,2025-08-24T19:13:49.359Z,-0.08265869060421843,-0.34331497290236795,2025-09-02T07:53:14.684Z,None,2025-09-20T05:08:55.245Z,1,0
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,-0.352020560201108,-0.738440946357427,1.1605320691253416,-0.8746814838131362,0.791546062734773,-0.35228817508606036,-0.35203770770960474,0.35637616015524565,-1.4689574327191293,-0.005936909309086308,-1.2987151321305828,-0.09298586763149651,-0.25253506455737523,0.9043797088775835,-0.4044057384764759,-0.6051819396624659,2024-11-20T04:01:06.465Z,-0.7966326179276085,-0.27243787371565165,2022-12-29T22:48:46.755Z,None,2025-09-20T05:09:02.934Z,1,0
usdtb,usdtb,USDtb,https://coin-images.coingecko.com/coins/images/52804/large/76357aa8-4ef7-446c-bad3-a3f944eeec7a.jpeg?1758277468,-0.3363582950982909,-0.7415457866865128,1.1951748174574415,-0.9261795250920086,-0.8970421667321616,-0.33700416501114866,-0.33628874520614566,0.3565998384774979,1.3422605394131104,0.864618910102195,1.058453643671514,-0.00833560764756791,-0.23850601234181368,0.9043797088775835,-0.397645430604383,1.1502928469345004,2024-12-20T13:43:38.196Z,0.3122698259102023,-0.5237402173897924,2025-07-17T08:05:52.672Z,None,2025-09-20T05:09:00.061Z,1,2
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,-0.3516585080195045,-0.7665838850210039,1.2298175657895412,-0.8098507218329891,-0.8885646933905407,-0.3519264370868749,-0.3516729368556091,0.3555577276407099,-0.20694147417658423,0.43693909985081264,-0.20527515333588847,-0.09298586763149651,-0.25253506455737523,0.9043797088775835,-0.40340946742721884,-1.367670324466592,2023-01-10T03:14:05.921Z,-0.7864438347599486,-0.435934913961128,2023-10-19T03:35:41.663Z,None,2025-09-20T05:08:54.097Z,1,0
bfusd,bfusd,BFUSD,https://coin-images.coingecko.com/coins/images/68227/large/bfusd.png?1755132827,-0.3363621637845857,-0.7702663472604786,1.2644603141216408,-0.9488207832128538,-0.8823007592284138,-0.3370346727723685,-0.33621615296742446,0.3561542619053735,1.3224035810875425,0.8702679391435366,1.073440751267932,-0.05171574286955867,-0.26656411677293673,0.9043797088775835,-0.39775833022150314,1.1990682854021364,2025-09-12T19:51:25.990Z,0.4330137141240042,-0.5294331715689173,2025-08-21T20:27:41.005Z,None,2025-09-20T05:09:02.351Z,1,2
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,-0.31349069402465196,-0.7706843229699878,1.2991030624537407,-0.335390994872919,-0.14864086755701542,-0.3130860802147769,-0.31356498377145,0.21780361323109404,-1.0779927389897794,0.18003624951019964,-0.9527893778189009,-0.4306174863655676,-0.20370427394455892,-1.1130571422887066,1.168484775777943,-1.8048539732311584,2021-04-01T13:29:41.564Z,1.6415928977396677,-0.5169961605185264,2025-06-22T20:30:12.846Z,None,2025-09-20T05:08:54.252Z,1,0
sky,sky,Sky,https://coin-images.coingecko.com/coins/images/39925/large/sky.jpg?1724827980,-0.35088782780584743,-0.7720547185193094,1.3337458107858404,-0.9492222274288894,-0.8160811238231455,-0.3511321566932606,-0.35089914839695535,0.3519439396470223,-1.2816102886520495,0.12097503802327325,-1.1256671595599654,-0.09298586763149651,5.013718704002478,0.9043797088775835,-0.40373845691150684,0.3508049835021428,2024-12-04T10:13:57.264Z,-0.7525140534642046,-0.4764314775820007,2025-02-03T05:01:48.626Z,None,2025-09-20T05:08:58.871Z,1,0
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,-0.2195145087252735,-0.7721507370890639,1.36838855911794,0.3796883374694693,0.504138106421785,-0.2215627965551913,-0.21951964069530697,0.1990691396605192,0.5145097439814281,0.6591880921607787,0.4341575797850679,-0.6144054575244771,-0.43640537906900106,-1.113235263017104,0.08325380909571709,-1.4864237645133223,2025-01-19T11:50:34.806Z,4.4861894564420135,-0.4789571334096054,2025-01-18T03:40:29.231Z,None,2025-09-20T05:08:57.133Z,1,0
stakewise-v3-oseth,oseth,StakeWise Staked ETH,https://coin-images.coingecko.com/coins/images/33117/large/Frame_27513839.png?1700732599,-0.3033882541049688,-0.7722452586290062,1.40303130745004,-0.9503808169377428,-0.917547027620115,-0.3025609025939246,-0.30327382670082825,0.26662803194425544,0.1849974953369085,0.5764732662882333,0.18777798886845276,-0.6892961107332873,-0.6789486437738048,0.9043797088775835,-0.3489524898558726,0.914270954704957,2025-08-24T19:14:00.394Z,-0.08265869060421843,-0.41351397313588284,2025-04-09T01:32:44.161Z,None,2025-09-20T05:08:58.885Z,1,2
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,-0.34190408039596804,-0.7744552578016339,1.4376740557821397,-0.9382183282778989,-0.48215157247106094,-0.34201526309195884,-0.3419037588293703,0.3210818863368841,-1.0091601548400648,0.18946932609174633,-0.9435939157251592,0.28775831940301777,-0.020417141910648456,-1.1129168454154008,-0.3814941442022584,-1.2676792167578057,2024-03-28T17:21:18.050Z,-0.786572469632902,3.536563160423854,2020-03-13T02:24:18.347Z,"{'currency': 'usd', 'percentage': 645.005953301879, 'times': 6.45005953301879}",2025-09-20T05:08:54.503Z,1,0
